Date,Open,High,Low,Close,Volume,OpenInt
20050225,42.454,42.572,42.454,42.552,1130,0
20050228,42.843,42.901,42.689,42.804,5808,0
20050301,42.669,42.824,42.611,42.804,4677,0
20050302,42.611,42.611,42.24,42.24,9199,0
20050303,42.163,42.181,41.637,41.949,7093,0
20050304,41.871,42.318,41.871,42.318,1542,0
20050307,41.579,42.008,41.579,41.637,4727,0
20050308,42.027,42.318,41.929,42.318,4472,0
20050309,41.579,41.831,41.54,41.54,3855,0
20050310,41.579,41.929,41.579,41.929,6424,0
20050311,41.812,41.831,41.54,41.608,3651,0
20050314,41.404,41.443,41.092,41.21,4008,0
20050315,41.404,41.521,41.267,41.267,4523,0
20050316,41.521,41.735,41.521,41.637,8891,0
20050317,41.443,41.637,41.346,41.599,3189,0
20050318,41.657,41.988,41.657,41.754,5602,0
20050321,41.443,41.715,41.443,41.443,6271,0
20050322,41.443,41.89,41.424,41.424,5347,0
20050323,40.957,41.053,40.762,40.781,6991,0
20050324,40.917,41.015,40.762,40.859,4368,0
20050328,41.053,41.053,40.859,40.937,2210,0
20050329,40.937,41.034,40.742,40.898,3804,0
20050330,40.567,40.684,40.373,40.587,8223,0
20050331,40.353,40.587,40.295,40.528,6938,0
20050401,40.509,40.587,40.081,40.081,5550,0
20050404,40.275,40.275,40.216,40.236,2981,0
20050405,40.626,41.346,40.626,41.131,12952,0
20050406,42.047,42.747,42.047,42.65,11102,0
20050407,41.754,41.754,41.443,41.443,8635,0
20050408,41.462,41.929,41.404,41.735,3753,0
20050411,42.027,42.027,41.89,41.89,1285,0
20050412,41.851,42.124,41.754,42.124,5757,0
20050413,41.929,41.929,41.229,41.229,9352,0
20050414,41.21,41.21,40.47,40.47,8326,0
20050415,40.703,41.092,40.703,40.917,6271,0
20050418,40.314,40.314,39.925,39.984,7043,0
20050419,40.373,40.432,40.314,40.432,3083,0
20050420,40.197,40.334,40.121,40.177,3392,0
20050421,40.003,40.003,39.848,39.905,5190,0
20050422,39.691,39.809,39.497,39.516,8584,0
20050425,39.536,39.691,39.497,39.575,5910,0
20050426,39.284,39.4,38.913,39.011,9919,0
20050427,37.494,37.921,37.319,37.921,8996,0
20050428,37.26,37.746,37.162,37.687,23540,0
20050429,37.726,38.31,37.726,38.193,5140,0
20050502,38.329,38.447,38.038,38.116,4317,0
20050503,38.038,38.232,37.844,38.097,4421,0
20050504,37.571,37.571,37.123,37.338,9405,0
20050505,36.968,37.123,36.345,36.987,41118,0
20050506,35.995,36.267,35.606,36.132,30630,0
20050509,36.286,36.461,36.093,36.384,10899,0
20050510,35.878,35.878,35.158,35.528,19016,0
20050511,35.509,35.586,35.313,35.47,27546,0
20050512,36.423,36.676,36.171,36.559,54942,0
20050513,36.539,36.909,36.461,36.579,17167,0
20050516,36.579,37.084,36.579,37.084,40449,0
20050517,36.909,37.474,36.909,37.455,35773,0
20050518,37.025,37.143,36.618,37.025,34899,0
20050519,36.87,37.494,36.735,37.494,40553,0
20050520,37.007,37.084,36.598,37.045,17424,0
20050523,37.104,37.629,36.968,37.474,10023,0
20050524,37.474,37.668,37.358,37.629,8996,0
20050525,37.609,37.668,37.358,37.648,31301,0
20050526,37.551,37.785,37.532,37.648,75862,0
20050527,37.629,38.058,37.629,37.94,3651,0
20050531,37.668,37.668,36.968,37.045,8996,0
20050601,37.064,37.435,36.948,37.064,10278,0
20050602,37.221,37.455,37.007,37.025,14906,0
20050603,37.551,37.805,37.415,37.551,6476,0
20050606,37.765,38.427,37.765,38.388,7143,0
20050607,38.174,38.72,38.174,38.232,12850,0
20050608,37.648,37.648,36.968,37.064,4677,0
20050609,37.26,37.474,37.104,37.435,5140,0
20050610,37.474,37.805,37.182,37.279,21740,0
20050613,37.396,37.687,37.396,37.629,6733,0
20050614,37.726,37.844,37.668,37.805,10588,0
20050615,37.805,38.116,37.551,37.94,8584,0
20050616,37.96,38.097,37.746,37.844,3906,0
20050617,38.038,38.427,37.96,38.232,6580,0
20050620,38.408,38.466,37.999,37.999,14596,0
20050621,38.136,38.136,37.94,37.94,3442,0
20050622,38.038,38.349,38.038,38.136,1181,0
20050623,38.193,38.485,37.94,37.94,3651,0
20050624,38.038,38.136,37.94,38.116,3906,0
20050627,38.193,38.193,37.396,37.396,3545,0
20050628,37.415,38.038,37.415,37.629,1644,0
20050629,37.648,37.863,37.376,37.648,1697,0
20050630,38.097,38.427,38.097,38.251,1285,0
20050701,38.485,38.894,38.485,38.894,2518,0
20050705,37.668,37.668,37.338,37.455,4472,0
20050706,37.999,38.369,37.94,37.94,3957,0
20050707,37.26,37.455,37.064,37.182,4008,0
20050708,37.59,37.98,37.59,37.746,7503,0
20050711,38.116,38.894,38.116,38.7,5859,0
20050712,39.284,39.809,39.284,39.4,7143,0
20050713,39.264,39.575,39.206,39.575,6321,0
20050714,39.439,39.536,39.264,39.322,4317,0
20050715,39.4,39.633,39.4,39.439,2570,0
20050718,39.303,39.341,39.206,39.284,2570,0
20050719,38.816,38.913,38.427,38.622,2621,0
20050720,38.797,39.264,38.797,39.127,2518,0
20050721,39.322,39.886,39.322,39.711,3804,0
20050722,39.711,39.711,39.303,39.594,6271,0
20050725,39.42,39.77,39.147,39.341,2570,0
20050726,39.341,39.575,39.088,39.322,1902,0
20050727,39.439,39.925,39.4,39.886,4987,0
20050728,39.945,40.314,39.945,40.177,2107,0
20050729,40.373,40.373,40.101,40.158,1336,0
20050801,40.412,40.567,40.334,40.528,3189,0
20050802,41.053,41.073,40.859,41.034,3804,0
20050803,40.859,41.053,40.859,41.015,3341,0
20050804,40.412,40.412,39.925,39.925,9612,0
20050805,39.886,39.905,39.42,39.594,5808,0
20050808,39.925,40.607,39.925,40.509,5961,0
20050809,40.081,40.138,39.886,39.886,4727,0
20050810,40.081,40.432,39.886,40.081,4627,0
20050811,40.138,40.334,39.984,40.275,926,0
20050812,40.138,40.138,39.789,39.809,5550,0
20050815,39.848,40.275,39.848,40.177,3289,0
20050816,40.256,40.47,40.158,40.177,1954,0
20050817,39.691,39.964,39.575,39.652,10074,0
20050818,39.789,39.789,39.166,39.206,5190,0
20050819,39.303,39.556,39.069,39.303,7915,0
20050822,39.42,39.672,39.303,39.459,5654,0
20050823,39.536,39.75,39.38,39.594,6066,0
20050824,39.4,39.556,38.894,39.206,14544,0
20050825,39.108,39.108,38.816,39.049,4368,0
20050826,38.874,39.011,38.68,38.797,3032,0
20050829,38.835,38.972,38.583,38.874,1592,0
20050830,38.7,38.72,38.156,38.329,8737,0
20050831,38.29,38.816,38.193,38.661,19479,0
20050901,38.563,38.758,38.136,38.349,6888,0
